Data Type,Group Type,Series Name,Item Name,From Date,To Date
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of plastic products n. e. c,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Manufacture of semi-finished iron and steel products in fe-rolling mills, cold-rolling mills and wire-drawing mills.",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Other textiles,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Preparatory operations (including carding and combing} on coir fibres.,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Publishing,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Tanning and dressing of leather, manufacture of luggage handbags, saddlery & harness",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,manufacture of articles of fur,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of other chemical products,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of rubber products n. e. c,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Medical appliances and instruments and appliances for measuring, checking, testing, navigating and other purposes except optical instrument",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Metal waste and scrap,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Optical instruments and photographic equipment,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Products of wood, cork, straw and plaiting materials",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Refined petroleum products,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Saw milling and planing of wood,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Transport equipment n.e.c.,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Basic chemicals,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Canning and preservation of fruits and vegetables,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,General purpose machinery,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Glass and glass products,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Manufacture of insulated wires and cables, including manufacture of optical fibre cables",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"manufacture of structural metal products, tanks, reservoirs and steam generators",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Paper and paper product,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Ships & boats,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Watches and clocks,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Bleaching and dyeing of woollen textiles,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Bodies (coach work) for motor vehicles; manufacture of trailers and semi-trailers,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Manufacture of basic chemicals, fertilizer and nitrogen compounds, plastics and synthetic rubber in primary forms",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of containers and boxes of paper or paper board,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,manufacture of electronic components,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Railway and tramway locomotives and rolling stock,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Recycling of non-metal waste and scrap,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Agricultural and animal husbandry service activities, except veterinary activities",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Electricity distribution and control apparatus,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Insulated wire and cable,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of consumer of leather and substitutes of leather: other than apparel and footwear (Note : Manufacture of school bags and travelling accessories from waterproof textile fabrics is included in group 266).,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of footwear (excluding repair) except of vulcanized or moulded rubber or plastic,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of industrial organic and inorganic chemicals (manufacture of chemicals for laboratory and technical uses is classified in 309.4),2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,manufacture of musical instruments,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of other coal and coal tar products n. e. c,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,manufacture of plastics products,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,manufacture of rubber products,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacturing n.e.c.,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Wearing apparel, except fur apparel",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Weaving and finishing of cotton khadi,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,casting of metals,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Coke oven products,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Electric motors, generators and transformers",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of earthen and plaster products,2004-2005,2007-2008
